id_sensor,id_parameter,value,created_at
SCD30,TEMP,24.24,2025-08-12 14:48:20
SCD30,HUM,65.11,2025-08-12 14:48:20
SCD30,CO2,2294.37,2025-08-12 14:48:20
ENVIRO,TEMP,22.71,2025-08-12 14:49:13
ENVIRO,HUM,60.07,2025-08-12 14:49:13
ENVIRO,PRES,1006.59,2025-08-12 14:49:13
ENVIRO,LLUM,2.32,2025-08-12 14:49:13
DHT22,TEMP,25.15,2025-08-12 14:49:21
DHT22,HUM,66.1,2025-08-12 14:49:21
SCD30,TEMP,24.25,2025-08-12 14:49:22
SCD30,HUM,64.84,2025-08-12 14:49:22
SCD30,CO2,2259.89,2025-08-12 14:49:22
PMS5003,PM1,3.16,2025-08-12 14:49:23
PMS5003,PM25,5.23,2025-08-12 14:49:23
PMS5003,PM10,5.5,2025-08-12 14:49:23
PMS5003,UM03,674.73,2025-08-12 14:49:23
PMS5003,UM05,192.09,2025-08-12 14:49:23
PMS5003,UM1,34.82,2025-08-12 14:49:23
PMS5003,UM25,1.59,2025-08-12 14:49:23
PMS5003,UM5,0.45,2025-08-12 14:49:23
PMS5003,UM10,0.0,2025-08-12 14:49:23
ENVIRO,TEMP,22.24,2025-08-12 14:50:14
ENVIRO,HUM,60.05,2025-08-12 14:50:14
ENVIRO,PRES,1006.54,2025-08-12 14:50:14
ENVIRO,LLUM,2.32,2025-08-12 14:50:14
SCD30,TEMP,24.25,2025-08-12 14:50:23
SCD30,HUM,64.84,2025-08-12 14:50:23
SCD30,CO2,2236.82,2025-08-12 14:50:23
DHT22,TEMP,25.15,2025-08-12 14:50:23
DHT22,HUM,66.0,2025-08-12 14:50:23
PMS5003,PM1,3.16,2025-08-12 14:51:05
PMS5003,PM25,5.59,2025-08-12 14:51:05
PMS5003,PM10,5.59,2025-08-12 14:51:05
PMS5003,UM03,697.91,2025-08-12 14:51:05
PMS5003,UM05,201.41,2025-08-12 14:51:05
PMS5003,UM1,36.64,2025-08-12 14:51:05
PMS5003,UM25,0.5,2025-08-12 14:51:05
PMS5003,UM5,0.0,2025-08-12 14:51:05
PMS5003,UM10,0.0,2025-08-12 14:51:05
ENVIRO,TEMP,21.97,2025-08-12 14:51:15
ENVIRO,HUM,60.03,2025-08-12 14:51:15
ENVIRO,PRES,1006.52,2025-08-12 14:51:15
ENVIRO,LLUM,2.32,2025-08-12 14:51:15
SCD30,TEMP,24.21,2025-08-12 14:51:24
SCD30,HUM,64.84,2025-08-12 14:51:24
SCD30,CO2,2216.37,2025-08-12 14:51:24
DHT22,TEMP,25.15,2025-08-12 14:51:24
DHT22,HUM,65.9,2025-08-12 14:51:24
ENVIRO,TEMP,22.13,2025-08-12 14:52:16
ENVIRO,HUM,60.03,2025-08-12 14:52:16
ENVIRO,PRES,1006.51,2025-08-12 14:52:16
ENVIRO,LLUM,2.32,2025-08-12 14:52:16
SCD30,TEMP,24.14,2025-08-12 14:52:25
SCD30,HUM,64.94,2025-08-12 14:52:25
SCD30,CO2,2205.78,2025-08-12 14:52:25
DHT22,TEMP,25.15,2025-08-12 14:52:25
DHT22,HUM,65.8,2025-08-12 14:52:25
PMS5003,PM1,3.07,2025-08-12 14:52:46
PMS5003,PM25,5.18,2025-08-12 14:52:46
PMS5003,PM10,5.18,2025-08-12 14:52:46
PMS5003,UM03,692.59,2025-08-12 14:52:46
PMS5003,UM05,188.45,2025-08-12 14:52:46
PMS5003,UM1,34.55,2025-08-12 14:52:46
PMS5003,UM25,1.82,2025-08-12 14:52:46
PMS5003,UM5,0.0,2025-08-12 14:52:46
PMS5003,UM10,0.0,2025-08-12 14:52:46
ENVIRO,TEMP,22.06,2025-08-12 14:53:17
ENVIRO,HUM,60.05,2025-08-12 14:53:17
ENVIRO,PRES,1006.49,2025-08-12 14:53:17
ENVIRO,LLUM,2.32,2025-08-12 14:53:17
SCD30,TEMP,24.05,2025-08-12 14:53:26
SCD30,HUM,65.04,2025-08-12 14:53:26
SCD30,CO2,2198.36,2025-08-12 14:53:26
DHT22,TEMP,25.15,2025-08-12 14:53:26
DHT22,HUM,65.8,2025-08-12 14:53:26
ENVIRO,TEMP,22.22,2025-08-12 14:54:18
ENVIRO,HUM,60.07,2025-08-12 14:54:18
ENVIRO,PRES,1006.48,2025-08-12 14:54:18
ENVIRO,LLUM,2.32,2025-08-12 14:54:18
SCD30,TEMP,24.08,2025-08-12 14:54:27
SCD30,HUM,64.92,2025-08-12 14:54:27
SCD30,CO2,2185.86,2025-08-12 14:54:27
DHT22,TEMP,25.15,2025-08-12 14:54:28
DHT22,HUM,65.8,2025-08-12 14:54:28
PMS5003,PM1,3.5,2025-08-12 14:54:28
PMS5003,PM25,6.0,2025-08-12 14:54:28
PMS5003,PM10,6.27,2025-08-12 14:54:28
PMS5003,UM03,811.09,2025-08-12 14:54:28
PMS5003,UM05,217.36,2025-08-12 14:54:28
PMS5003,UM1,27.55,2025-08-12 14:54:28
PMS5003,UM25,2.64,2025-08-12 14:54:28
PMS5003,UM5,0.32,2025-08-12 14:54:28
PMS5003,UM10,0.0,2025-08-12 14:54:28
ENVIRO,TEMP,22.39,2025-08-12 14:55:19
ENVIRO,HUM,60.08,2025-08-12 14:55:19
ENVIRO,PRES,1006.47,2025-08-12 14:55:19
ENVIRO,LLUM,2.32,2025-08-12 14:55:19
SCD30,TEMP,24.04,2025-08-12 14:55:28
SCD30,HUM,65.06,2025-08-12 14:55:28
SCD30,CO2,2172.46,2025-08-12 14:55:28
DHT22,TEMP,25.15,2025-08-12 14:55:29
DHT22,HUM,65.7,2025-08-12 14:55:29
PMS5003,PM1,3.27,2025-08-12 14:56:10
PMS5003,PM25,6.05,2025-08-12 14:56:10
PMS5003,PM10,6.05,2025-08-12 14:56:10
PMS5003,UM03,693.0,2025-08-12 14:56:10
PMS5003,UM05,202.5,2025-08-12 14:56:10
PMS5003,UM1,34.41,2025-08-12 14:56:10
PMS5003,UM25,2.55,2025-08-12 14:56:10
PMS5003,UM5,0.0,2025-08-12 14:56:10
PMS5003,UM10,0.0,2025-08-12 14:56:10
ENVIRO,TEMP,21.91,2025-08-12 14:56:20
ENVIRO,HUM,60.07,2025-08-12 14:56:20
ENVIRO,PRES,1006.45,2025-08-12 14:56:20
ENVIRO,LLUM,0.41,2025-08-12 14:56:20
SCD30,TEMP,24.04,2025-08-12 14:56:29
SCD30,HUM,64.83,2025-08-12 14:56:29
SCD30,CO2,2159.89,2025-08-12 14:56:29
DHT22,TEMP,25.05,2025-08-12 14:56:30
DHT22,HUM,65.8,2025-08-12 14:56:30
ENVIRO,TEMP,22.32,2025-08-12 14:57:21
ENVIRO,HUM,60.06,2025-08-12 14:57:21
ENVIRO,PRES,1006.45,2025-08-12 14:57:21
ENVIRO,LLUM,0.41,2025-08-12 14:57:21
SCD30,TEMP,23.95,2025-08-12 14:57:30
SCD30,HUM,65.0,2025-08-12 14:57:30
SCD30,CO2,2140.69,2025-08-12 14:57:30
DHT22,TEMP,25.05,2025-08-12 14:57:32
DHT22,HUM,65.7,2025-08-12 14:57:32
PMS5003,PM1,2.7,2025-08-12 14:57:51
PMS5003,PM25,4.98,2025-08-12 14:57:51
PMS5003,PM10,6.16,2025-08-12 14:57:51
PMS5003,UM03,663.27,2025-08-12 14:57:51
PMS5003,UM05,173.09,2025-08-12 14:57:51
PMS5003,UM1,31.55,2025-08-12 14:57:51
PMS5003,UM25,4.0,2025-08-12 14:57:51
PMS5003,UM5,2.18,2025-08-12 14:57:51
PMS5003,UM10,0.0,2025-08-12 14:57:51
ENVIRO,TEMP,21.85,2025-08-12 14:58:22
ENVIRO,HUM,60.07,2025-08-12 14:58:22
ENVIRO,PRES,1006.49,2025-08-12 14:58:22
ENVIRO,LLUM,2.32,2025-08-12 14:58:22
SCD30,TEMP,23.97,2025-08-12 14:58:31
SCD30,HUM,65.0,2025-08-12 14:58:31
SCD30,CO2,2125.73,2025-08-12 14:58:31
DHT22,TEMP,25.05,2025-08-12 14:58:33
DHT22,HUM,65.8,2025-08-12 14:58:33
ENVIRO,TEMP,21.84,2025-08-12 14:59:23
ENVIRO,HUM,60.05,2025-08-12 14:59:23
ENVIRO,PRES,1006.42,2025-08-12 14:59:23
ENVIRO,LLUM,2.32,2025-08-12 14:59:23
SCD30,TEMP,23.93,2025-08-12 14:59:32
SCD30,HUM,64.98,2025-08-12 14:59:32
SCD30,CO2,2106.08,2025-08-12 14:59:32
PMS5003,PM1,2.41,2025-08-12 14:59:33
PMS5003,PM25,5.66,2025-08-12 14:59:33
PMS5003,PM10,5.66,2025-08-12 14:59:33
PMS5003,UM03,610.91,2025-08-12 14:59:33
PMS5003,UM05,183.55,2025-08-12 14:59:33
PMS5003,UM1,42.59,2025-08-12 14:59:33
PMS5003,UM25,1.14,2025-08-12 14:59:33
PMS5003,UM5,0.0,2025-08-12 14:59:33
PMS5003,UM10,0.0,2025-08-12 14:59:33
DHT22,TEMP,25.05,2025-08-12 14:59:34
DHT22,HUM,65.8,2025-08-12 14:59:34
ENVIRO,TEMP,21.59,2025-08-12 15:00:24
ENVIRO,HUM,60.04,2025-08-12 15:00:24
ENVIRO,PRES,1006.41,2025-08-12 15:00:24
ENVIRO,LLUM,2.32,2025-08-12 15:00:24
SCD30,TEMP,23.87,2025-08-12 15:00:33
SCD30,HUM,65.07,2025-08-12 15:00:33
SCD30,CO2,2096.61,2025-08-12 15:00:33
PMS5003,PM1,2.43,2025-08-12 15:01:15
PMS5003,PM25,4.64,2025-08-12 15:01:15
PMS5003,PM10,4.64,2025-08-12 15:01:15
PMS5003,UM03,643.77,2025-08-12 15:01:15
PMS5003,UM05,186.73,2025-08-12 15:01:15
PMS5003,UM1,23.59,2025-08-12 15:01:15
PMS5003,UM25,0.45,2025-08-12 15:01:15
PMS5003,UM5,0.0,2025-08-12 15:01:15
PMS5003,UM10,0.0,2025-08-12 15:01:15
ENVIRO,TEMP,22.2,2025-08-12 15:01:25
ENVIRO,HUM,60.17,2025-08-12 15:01:25
ENVIRO,PRES,1006.41,2025-08-12 15:01:25
ENVIRO,LLUM,2.32,2025-08-12 15:01:25
SCD30,TEMP,23.85,2025-08-12 15:01:34
SCD30,HUM,65.43,2025-08-12 15:01:34
SCD30,CO2,2079.99,2025-08-12 15:01:34
DHT22,TEMP,24.95,2025-08-12 15:01:37
DHT22,HUM,65.8,2025-08-12 15:01:37
ENVIRO,TEMP,21.81,2025-08-12 15:02:26
ENVIRO,HUM,60.15,2025-08-12 15:02:26
ENVIRO,PRES,1006.41,2025-08-12 15:02:26
ENVIRO,LLUM,0.41,2025-08-12 15:02:26
SCD30,TEMP,23.75,2025-08-12 15:02:35
SCD30,HUM,65.76,2025-08-12 15:02:35
SCD30,CO2,2010.35,2025-08-12 15:02:35
DHT22,TEMP,24.95,2025-08-12 15:02:38
DHT22,HUM,66.0,2025-08-12 15:02:38
PMS5003,PM1,3.64,2025-08-12 15:02:56
PMS5003,PM25,6.32,2025-08-12 15:02:56
PMS5003,PM10,6.32,2025-08-12 15:02:56
PMS5003,UM03,715.77,2025-08-12 15:02:56
PMS5003,UM05,199.55,2025-08-12 15:02:56
PMS5003,UM1,39.73,2025-08-12 15:02:56
PMS5003,UM25,1.05,2025-08-12 15:02:56
PMS5003,UM5,0.0,2025-08-12 15:02:56
PMS5003,UM10,0.0,2025-08-12 15:02:56
ENVIRO,TEMP,21.49,2025-08-12 15:03:27
ENVIRO,HUM,60.25,2025-08-12 15:03:27
ENVIRO,PRES,1006.41,2025-08-12 15:03:27
ENVIRO,LLUM,2.33,2025-08-12 15:03:27
SCD30,TEMP,23.69,2025-08-12 15:03:36
SCD30,HUM,66.01,2025-08-12 15:03:36
SCD30,CO2,2001.63,2025-08-12 15:03:36
DHT22,TEMP,24.85,2025-08-12 15:03:39
DHT22,HUM,66.0,2025-08-12 15:03:39
ENVIRO,TEMP,22.1,2025-08-12 15:04:28
ENVIRO,HUM,60.33,2025-08-12 15:04:28
ENVIRO,PRES,1006.41,2025-08-12 15:04:28
ENVIRO,LLUM,2.33,2025-08-12 15:04:28
SCD30,TEMP,23.66,2025-08-12 15:04:37
SCD30,HUM,66.26,2025-08-12 15:04:37
SCD30,CO2,1984.01,2025-08-12 15:04:37
PMS5003,PM1,2.86,2025-08-12 15:04:38
PMS5003,PM25,5.3,2025-08-12 15:04:38
PMS5003,PM10,5.61,2025-08-12 15:04:38
PMS5003,UM03,585.27,2025-08-12 15:04:38
PMS5003,UM05,177.68,2025-08-12 15:04:38
PMS5003,UM1,34.82,2025-08-12 15:04:38
PMS5003,UM25,0.73,2025-08-12 15:04:38
PMS5003,UM5,0.64,2025-08-12 15:04:38
PMS5003,UM10,0.0,2025-08-12 15:04:38
DHT22,TEMP,24.85,2025-08-12 15:04:40
DHT22,HUM,66.1,2025-08-12 15:04:40
ENVIRO,TEMP,22.1,2025-08-12 15:05:29
ENVIRO,HUM,60.38,2025-08-12 15:05:29
ENVIRO,PRES,1006.4,2025-08-12 15:05:29
ENVIRO,LLUM,2.33,2025-08-12 15:05:29
SCD30,TEMP,23.64,2025-08-12 15:05:38
SCD30,HUM,66.53,2025-08-12 15:05:38
SCD30,CO2,1973.1,2025-08-12 15:05:38
DHT22,TEMP,24.85,2025-08-12 15:05:42
DHT22,HUM,66.2,2025-08-12 15:05:42
PMS5003,PM1,2.59,2025-08-12 15:06:20
PMS5003,PM25,5.14,2025-08-12 15:06:20
PMS5003,PM10,5.14,2025-08-12 15:06:20
PMS5003,UM03,630.41,2025-08-12 15:06:20
PMS5003,UM05,175.5,2025-08-12 15:06:20
PMS5003,UM1,41.64,2025-08-12 15:06:20
PMS5003,UM25,0.64,2025-08-12 15:06:20
PMS5003,UM5,0.0,2025-08-12 15:06:20
PMS5003,UM10,0.0,2025-08-12 15:06:20
ENVIRO,TEMP,22.05,2025-08-12 15:06:30
ENVIRO,HUM,60.47,2025-08-12 15:06:30
ENVIRO,PRES,1006.37,2025-08-12 15:06:30
ENVIRO,LLUM,2.33,2025-08-12 15:06:30
SCD30,TEMP,23.63,2025-08-12 15:06:39
SCD30,HUM,66.73,2025-08-12 15:06:39
SCD30,CO2,1961.02,2025-08-12 15:06:39
DHT22,TEMP,24.65,2025-08-12 15:06:43
DHT22,HUM,66.5,2025-08-12 15:06:43
ENVIRO,TEMP,21.98,2025-08-12 15:07:31
ENVIRO,HUM,60.9,2025-08-12 15:07:31
ENVIRO,PRES,1006.4,2025-08-12 15:07:31
ENVIRO,LLUM,0.41,2025-08-12 15:07:31
SCD30,TEMP,23.69,2025-08-12 15:07:40
SCD30,HUM,67.77,2025-08-12 15:07:40
SCD30,CO2,1950.58,2025-08-12 15:07:40
DHT22,TEMP,24.55,2025-08-12 15:07:44
DHT22,HUM,67.2,2025-08-12 15:07:44
PMS5003,PM1,2.82,2025-08-12 15:08:01
PMS5003,PM25,6.41,2025-08-12 15:08:01
PMS5003,PM10,6.89,2025-08-12 15:08:01
PMS5003,UM03,606.27,2025-08-12 15:08:01
PMS5003,UM05,181.23,2025-08-12 15:08:01
PMS5003,UM1,41.18,2025-08-12 15:08:01
PMS5003,UM25,5.14,2025-08-12 15:08:01
PMS5003,UM5,0.91,2025-08-12 15:08:01
PMS5003,UM10,0.0,2025-08-12 15:08:01
ENVIRO,TEMP,22.03,2025-08-12 15:08:32
ENVIRO,HUM,61.03,2025-08-12 15:08:32
ENVIRO,PRES,1006.35,2025-08-12 15:08:32
ENVIRO,LLUM,0.41,2025-08-12 15:08:32
SCD30,TEMP,23.87,2025-08-12 15:08:41
SCD30,HUM,67.77,2025-08-12 15:08:41
SCD30,CO2,1963.39,2025-08-12 15:08:41
DHT22,TEMP,24.55,2025-08-12 15:08:45
DHT22,HUM,67.6,2025-08-12 15:08:45
ENVIRO,TEMP,21.9,2025-08-12 15:09:33
ENVIRO,HUM,61.19,2025-08-12 15:09:33
ENVIRO,PRES,1006.33,2025-08-12 15:09:33
ENVIRO,LLUM,2.32,2025-08-12 15:09:33
SCD30,TEMP,23.9,2025-08-12 15:09:42
SCD30,HUM,68.09,2025-08-12 15:09:42
SCD30,CO2,1978.09,2025-08-12 15:09:42
PMS5003,PM1,2.61,2025-08-12 15:09:43
PMS5003,PM25,6.27,2025-08-12 15:09:43
PMS5003,PM10,6.95,2025-08-12 15:09:43
PMS5003,UM03,545.59,2025-08-12 15:09:43
PMS5003,UM05,160.91,2025-08-12 15:09:43
PMS5003,UM1,43.5,2025-08-12 15:09:43
PMS5003,UM25,3.55,2025-08-12 15:09:43
PMS5003,UM5,1.23,2025-08-12 15:09:43
PMS5003,UM10,0.41,2025-08-12 15:09:43
DHT22,TEMP,24.55,2025-08-12 15:09:47
DHT22,HUM,68.0,2025-08-12 15:09:47
ENVIRO,TEMP,22.24,2025-08-12 15:10:34
ENVIRO,HUM,61.26,2025-08-12 15:10:34
ENVIRO,PRES,1006.31,2025-08-12 15:10:34
ENVIRO,LLUM,0.41,2025-08-12 15:10:34
SCD30,TEMP,24.05,2025-08-12 15:10:43
SCD30,HUM,68.09,2025-08-12 15:10:43
SCD30,CO2,1990.56,2025-08-12 15:10:43
DHT22,TEMP,24.55,2025-08-12 15:10:48
DHT22,HUM,68.2,2025-08-12 15:10:48
PMS5003,PM1,3.43,2025-08-12 15:11:25
PMS5003,PM25,5.64,2025-08-12 15:11:25
PMS5003,PM10,5.64,2025-08-12 15:11:25
PMS5003,UM03,603.14,2025-08-12 15:11:25
PMS5003,UM05,174.14,2025-08-12 15:11:25
PMS5003,UM1,31.91,2025-08-12 15:11:25
PMS5003,UM25,2.86,2025-08-12 15:11:25
PMS5003,UM5,0.0,2025-08-12 15:11:25
PMS5003,UM10,0.0,2025-08-12 15:11:25
ENVIRO,TEMP,23.01,2025-08-12 15:11:35
ENVIRO,HUM,61.34,2025-08-12 15:11:35
ENVIRO,PRES,1006.27,2025-08-12 15:11:35
ENVIRO,LLUM,0.41,2025-08-12 15:11:35
SCD30,TEMP,24.11,2025-08-12 15:11:44
SCD30,HUM,68.2,2025-08-12 15:11:44
SCD30,CO2,1997.86,2025-08-12 15:11:44
DHT22,TEMP,24.55,2025-08-12 15:11:49
DHT22,HUM,68.4,2025-08-12 15:11:49
ENVIRO,TEMP,22.01,2025-08-12 15:12:36
ENVIRO,HUM,61.43,2025-08-12 15:12:36
ENVIRO,PRES,1006.23,2025-08-12 15:12:36
ENVIRO,LLUM,2.33,2025-08-12 15:12:36
SCD30,TEMP,24.13,2025-08-12 15:12:45
SCD30,HUM,68.59,2025-08-12 15:12:45
SCD30,CO2,1999.32,2025-08-12 15:12:45
DHT22,TEMP,24.55,2025-08-12 15:12:50
DHT22,HUM,68.7,2025-08-12 15:12:50
PMS5003,PM1,2.68,2025-08-12 15:13:06
PMS5003,PM25,4.36,2025-08-12 15:13:06
PMS5003,PM10,4.36,2025-08-12 15:13:06
PMS5003,UM03,707.59,2025-08-12 15:13:06
PMS5003,UM05,187.0,2025-08-12 15:13:06
PMS5003,UM1,36.64,2025-08-12 15:13:06
PMS5003,UM25,0.27,2025-08-12 15:13:06
PMS5003,UM5,0.0,2025-08-12 15:13:06
PMS5003,UM10,0.0,2025-08-12 15:13:06
ENVIRO,TEMP,22.43,2025-08-12 15:13:37
ENVIRO,HUM,61.69,2025-08-12 15:13:37
ENVIRO,PRES,1006.21,2025-08-12 15:13:37
ENVIRO,LLUM,2.33,2025-08-12 15:13:37
SCD30,TEMP,24.36,2025-08-12 15:13:46
SCD30,HUM,68.45,2025-08-12 15:13:46
SCD30,CO2,2018.18,2025-08-12 15:13:46
DHT22,TEMP,24.55,2025-08-12 15:13:52
DHT22,HUM,69.0,2025-08-12 15:13:52
ENVIRO,TEMP,22.64,2025-08-12 15:14:38
ENVIRO,HUM,61.76,2025-08-12 15:14:38
ENVIRO,PRES,1006.21,2025-08-12 15:14:38
ENVIRO,LLUM,0.41,2025-08-12 15:14:38
SCD30,TEMP,24.58,2025-08-12 15:14:47
SCD30,HUM,68.34,2025-08-12 15:14:47
SCD30,CO2,2032.59,2025-08-12 15:14:47
PMS5003,PM1,2.59,2025-08-12 15:14:48
PMS5003,PM25,5.27,2025-08-12 15:14:48
PMS5003,PM10,6.7,2025-08-12 15:14:48
PMS5003,UM03,680.18,2025-08-12 15:14:48
PMS5003,UM05,189.73,2025-08-12 15:14:48
PMS5003,UM1,37.55,2025-08-12 15:14:48
PMS5003,UM25,2.86,2025-08-12 15:14:48
PMS5003,UM5,1.0,2025-08-12 15:14:48
PMS5003,UM10,1.0,2025-08-12 15:14:48
DHT22,TEMP,24.65,2025-08-12 15:14:53
DHT22,HUM,69.2,2025-08-12 15:14:53
ENVIRO,TEMP,22.63,2025-08-12 15:15:39
ENVIRO,HUM,61.84,2025-08-12 15:15:39
ENVIRO,PRES,1006.22,2025-08-12 15:15:39
ENVIRO,LLUM,2.33,2025-08-12 15:15:39
SCD30,TEMP,24.62,2025-08-12 15:15:48
SCD30,HUM,68.83,2025-08-12 15:15:48
SCD30,CO2,2027.26,2025-08-12 15:15:48
DHT22,TEMP,24.85,2025-08-12 15:15:54
DHT22,HUM,69.3,2025-08-12 15:15:54
PMS5003,PM1,3.36,2025-08-12 15:16:30
PMS5003,PM25,5.3,2025-08-12 15:16:30
PMS5003,PM10,5.3,2025-08-12 15:16:30
PMS5003,UM03,750.14,2025-08-12 15:16:30
PMS5003,UM05,202.23,2025-08-12 15:16:30
PMS5003,UM1,38.09,2025-08-12 15:16:30
PMS5003,UM25,1.05,2025-08-12 15:16:30
PMS5003,UM5,0.0,2025-08-12 15:16:30
PMS5003,UM10,0.0,2025-08-12 15:16:30
ENVIRO,TEMP,22.67,2025-08-12 15:16:40
ENVIRO,HUM,62.07,2025-08-12 15:16:40
ENVIRO,PRES,1006.23,2025-08-12 15:16:40
ENVIRO,LLUM,2.33,2025-08-12 15:16:40
SCD30,TEMP,24.61,2025-08-12 15:16:49
SCD30,HUM,69.53,2025-08-12 15:16:49
SCD30,CO2,1975.85,2025-08-12 15:16:49
DHT22,TEMP,24.95,2025-08-12 15:16:56
DHT22,HUM,69.5,2025-08-12 15:16:56
ENVIRO,TEMP,22.33,2025-08-12 15:17:41
ENVIRO,HUM,62.25,2025-08-12 15:17:41
ENVIRO,PRES,1006.22,2025-08-12 15:17:41
ENVIRO,LLUM,2.33,2025-08-12 15:17:41
SCD30,TEMP,24.72,2025-08-12 15:17:50
SCD30,HUM,69.77,2025-08-12 15:17:50
SCD30,CO2,1932.36,2025-08-12 15:17:50
DHT22,TEMP,25.05,2025-08-12 15:17:57
DHT22,HUM,69.7,2025-08-12 15:17:57
PMS5003,PM1,3.32,2025-08-12 15:18:11
PMS5003,PM25,6.14,2025-08-12 15:18:11
PMS5003,PM10,6.55,2025-08-12 15:18:11
PMS5003,UM03,686.73,2025-08-12 15:18:11
PMS5003,UM05,199.09,2025-08-12 15:18:11
PMS5003,UM1,45.36,2025-08-12 15:18:11
PMS5003,UM25,2.86,2025-08-12 15:18:11
PMS5003,UM5,0.68,2025-08-12 15:18:11
PMS5003,UM10,0.0,2025-08-12 15:18:11
ENVIRO,TEMP,23.29,2025-08-12 15:18:42
ENVIRO,HUM,62.37,2025-08-12 15:18:42
ENVIRO,PRES,1006.2,2025-08-12 15:18:42
ENVIRO,LLUM,2.33,2025-08-12 15:18:42
SCD30,TEMP,24.79,2025-08-12 15:18:51
SCD30,HUM,69.72,2025-08-12 15:18:51
SCD30,CO2,1897.49,2025-08-12 15:18:51
DHT22,TEMP,25.15,2025-08-12 15:18:58
DHT22,HUM,69.8,2025-08-12 15:18:58
ENVIRO,TEMP,22.8,2025-08-12 15:19:44
ENVIRO,HUM,62.28,2025-08-12 15:19:44
ENVIRO,PRES,1006.22,2025-08-12 15:19:44
ENVIRO,LLUM,2.33,2025-08-12 15:19:44
SCD30,TEMP,24.83,2025-08-12 15:19:52
SCD30,HUM,69.9,2025-08-12 15:19:52
SCD30,CO2,1797.14,2025-08-12 15:19:52
PMS5003,PM1,3.41,2025-08-12 15:19:53
PMS5003,PM25,5.84,2025-08-12 15:19:53
PMS5003,PM10,5.84,2025-08-12 15:19:53
PMS5003,UM03,761.05,2025-08-12 15:19:53
PMS5003,UM05,217.95,2025-08-12 15:19:53
PMS5003,UM1,39.55,2025-08-12 15:19:53
PMS5003,UM25,0.32,2025-08-12 15:19:53
PMS5003,UM5,0.0,2025-08-12 15:19:53
PMS5003,UM10,0.0,2025-08-12 15:19:53
DHT22,TEMP,25.15,2025-08-12 15:19:59
DHT22,HUM,69.8,2025-08-12 15:19:59
ENVIRO,TEMP,23.51,2025-08-12 15:20:45
ENVIRO,HUM,62.33,2025-08-12 15:20:45
ENVIRO,PRES,1006.22,2025-08-12 15:20:45
ENVIRO,LLUM,2.33,2025-08-12 15:20:45
SCD30,TEMP,24.86,2025-08-12 15:20:53
SCD30,HUM,69.92,2025-08-12 15:20:53
SCD30,CO2,1774.26,2025-08-12 15:20:53
DHT22,TEMP,25.15,2025-08-12 15:21:01
DHT22,HUM,69.9,2025-08-12 15:21:01
PMS5003,PM1,3.25,2025-08-12 15:21:35
PMS5003,PM25,5.68,2025-08-12 15:21:35
PMS5003,PM10,6.23,2025-08-12 15:21:35
PMS5003,UM03,759.27,2025-08-12 15:21:35
PMS5003,UM05,205.73,2025-08-12 15:21:35
PMS5003,UM1,36.82,2025-08-12 15:21:35
PMS5003,UM25,1.27,2025-08-12 15:21:35
PMS5003,UM5,1.09,2025-08-12 15:21:35
PMS5003,UM10,0.0,2025-08-12 15:21:35
ENVIRO,TEMP,23.08,2025-08-12 15:21:46
ENVIRO,HUM,62.53,2025-08-12 15:21:46
ENVIRO,PRES,1006.2,2025-08-12 15:21:46
ENVIRO,LLUM,2.33,2025-08-12 15:21:46
SCD30,TEMP,25.03,2025-08-12 15:21:54
SCD30,HUM,69.9,2025-08-12 15:21:54
SCD30,CO2,1726.43,2025-08-12 15:21:54
DHT22,TEMP,25.25,2025-08-12 15:22:02
DHT22,HUM,70.1,2025-08-12 15:22:02
ENVIRO,TEMP,23.27,2025-08-12 15:22:47
ENVIRO,HUM,62.52,2025-08-12 15:22:47
ENVIRO,PRES,1006.2,2025-08-12 15:22:47
ENVIRO,LLUM,2.33,2025-08-12 15:22:47
SCD30,TEMP,25.06,2025-08-12 15:22:55
SCD30,HUM,70.37,2025-08-12 15:22:55
SCD30,CO2,1701.9,2025-08-12 15:22:55
DHT22,TEMP,25.25,2025-08-12 15:23:03
DHT22,HUM,70.2,2025-08-12 15:23:03
PMS5003,PM1,2.41,2025-08-12 15:23:16
PMS5003,PM25,5.32,2025-08-12 15:23:16
PMS5003,PM10,5.52,2025-08-12 15:23:16
PMS5003,UM03,585.41,2025-08-12 15:23:16
PMS5003,UM05,178.18,2025-08-12 15:23:16
PMS5003,UM1,36.68,2025-08-12 15:23:16
PMS5003,UM25,3.64,2025-08-12 15:23:16
PMS5003,UM5,0.0,2025-08-12 15:23:16
PMS5003,UM10,0.0,2025-08-12 15:23:16
ENVIRO,TEMP,23.3,2025-08-12 15:23:48
ENVIRO,HUM,62.75,2025-08-12 15:23:48
ENVIRO,PRES,1006.15,2025-08-12 15:23:48
ENVIRO,LLUM,0.41,2025-08-12 15:23:48
SCD30,TEMP,25.19,2025-08-12 15:23:56
SCD30,HUM,70.48,2025-08-12 15:23:56
SCD30,CO2,1698.64,2025-08-12 15:23:56
DHT22,TEMP,25.25,2025-08-12 15:24:04
DHT22,HUM,70.6,2025-08-12 15:24:04
ENVIRO,TEMP,23.07,2025-08-12 15:24:49
ENVIRO,HUM,62.75,2025-08-12 15:24:49
ENVIRO,PRES,1006.17,2025-08-12 15:24:49
ENVIRO,LLUM,0.41,2025-08-12 15:24:49
SCD30,TEMP,25.26,2025-08-12 15:24:58
SCD30,HUM,70.65,2025-08-12 15:24:58
